PDB_ID,score,Resolution,pubmed_id,Assembly,method,pH,temp,pdbx_details,pdbx_pH_range,ligands,COMPOUNDS (con_unit=mM)
6YZ3,0.1082230821367521,3.0,32927392.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",5.9,293.15,"'100 mM Sodium citrate, 0.2 M Ammonium Acetate and 3% MPD'",,"Q25, EDO","['sodium citrate', '100.0', 'ammonium acetate', '200.0', 'MPD', '3%']"
7OZ9,0.1082230821367521,1.907,35710619.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",,295.0,'35 mg/ml BT3057S1_16 with 10 mM 4S-GalNAc was crystallised in 20 % PEG 3350 and 0.2 M sodium nitrate',,"ASG, NGK, CA","['bt3057s1_16', '35', '4s-galnac', '10.0', 'PEG 3350', '20%', 'sodium nitrate', '200.0']"
7JW4,0.1082230821367521,2.342,33127644.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,291.0,"'PEG 6000, HEPES, MPD'",,"GLA, NI, GAL, CL","['PEG 6000', None, 'HEPES', None, 'MPD', None]"
7P1E,0.1082230821367521,1.53,34724608.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.0,293.0,"'20% PEG 6K, 0.1M MES pH6 , 0.2M Calcium Chloride'",,"FKD, K99, GOL, CL, CA","['PEG 6000', '20%', 'MES', '100.0', 'calcium chloride', '200.0']"
7OHK,0.1082230821367521,1.75,35312677.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",8.6,293.0,"'0.1 M Tris-HCl pH 8.6, 25% PEG 5000 MME'",,"GDP, BEF, MG, K","['tris-HCl', '100.0', 'PEG MME 5000', '25%']"
7P1F,0.1082230821367521,1.45,34724608.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",6.0,293.0,"'20% PEG 6K, 0.1M MES pH6 , 0.2M Calcium Chloride'",,"KFN, GOL, CA","['PEG 6000', '20%', 'MES', '100.0', 'calcium chloride', '200.0']"
8A85,0.1082230821367521,2.67,38456190.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,289.0,"'5 mg/ml AncPAD134, Index screen, condition 76 (0.2 Lithium sulfate, 0.1 M HEPES pH 7.5, 25 % w/v PEG 3,350)'",,,"['ancpad134', '5', 'lithium sulfate', '0.2', 'HEPES', '100.0', 'PEG 3350', '25% w/v']"
8WG0,0.1082230821367521,1.95,38661728.0,dimeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.0,293.0,"'12% PEG20000, 200 mM sodium cacodylate buffer (pH 6.0), 200 mM magnesium acetate, 10 mM glucose'",,"GLC, EDO, CA","['PEG 20000', '12%', 'sodium cacodylate', '200.0', 'magnesium acetate', '200.0', 'glucose', '10.0']"
9BES,0.1082230821367521,2.079,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,291.0,"'25% PEG 3350, 5% glycerol, 5% Jeffamine ED-2001 (pH 7.0), 0.1 M arginine, 0.1 M HEPES (pH 7.5)'",,"GAL, CA, EDO","['PEG 3350', '25%', 'glycerol', '5%', 'jeffamine ed-2001', '5%', 'l-arginine', '100.0', 'HEPES', '100.0']"
9BBA,0.1082230821367521,2.201,,dimeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,291.0,"'22% PEG 3350, 0.15 M sodium nitrate, 5% glycerol'",,"CA, EDO, CL","['PEG 3350', '22%', 'sodium nitrate', '150.0', 'glycerol', '5%']"
9BAV,0.1082230821367521,2.494,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",8.5,291.0,"'2.2 M ammonium sulfate, 3% glycerol, 0.1 M arginine, 0.1 M Tris:HCl (pH 8.5)'",,"G6S, CA, SO4, CL, A1APC, EDO","['ammonium sulfate', '2200.0', 'glycerol', '3%', 'l-arginine', '100.0', 'tris', '100.0', 'hydrochloric acid', None]"
9BEY,0.1082230821367521,2.386,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.5,291.0,"'15% PEG 8000, 0.1 M sodium cacodylate, 0.2 M calcium acetate, 0.2 M LiCl, 5% glycerol'",,"GIF, EDO","['PEG 8000', '15%', 'sodium cacodylate', '100.0', 'calcium acetate', '200.0', 'lithium chloride', '200.0', 'glycerol', '5%']"
9FHT,0.1082230821367521,2.05,40570315.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",3.5,294.15,"'18% (W/V) PEG3350, 0.2 M (NH4)2SO4 and 0.1 M citric acid pH 3.5'",,SO4,"['PEG 3350', '18% w/v', 'ammonium sulfate', '200.0', 'citric acid', '100.0']"
9FHU,0.1082230821367521,2.09,40570315.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",3.5,294.15,"'18% (W/V) PEG3350, 0.2 M (NH4)2SO4 and 0.1 M citric acid pH 3.5'",,SO4,"['PEG 3350', '18% w/v', 'ammonium sulfate', '200.0', 'citric acid', '100.0']"
9FHZ,0.1082230821367521,1.88,40570315.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",3.5,294.15,"'18% (W/V) PEG3350, 0.2 M (NH4)2SO4 and 0.1 M citric acid pH 3.5'",,GOL,"['PEG 3350', '18% w/v', 'ammonium sulfate', '200.0', 'citric acid', '100.0']"
9FI1,0.1082230821367521,2.36,40570315.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",3.5,294.15,"'18% (W/V) PEG3350, 0.2 M (NH4)2SO4 and 0.1 M citric acid pH 3.5'",,SO4,"['PEG 3350', '18% w/v', 'ammonium sulfate', '200.0', 'citric acid', '100.0']"
9T09,0.1082230821367521,1.34,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.5,277.0,"'2.0 M ammonium sulphate, 0.5 M NaCl, 0.1 M Tris-HCl pH 7.5, and 0.5 mM TCEP'",,"SO4, CL, ZN, GOL",
1OD0,0.1080605221367521,2.11,14624580.0,monomeric(*),,7.0,4.0,"'10MG/ML PROTEIN IN 15% PEG 4K, 0.2 M CA ACETATE, 0.1M IMIDAZOLE PH 7.0'",,,"['PEG 4000', '15%', 'calcium acetate', '200.0', 'imidazole', '100.0']"
1OIF,0.1080605221367521,2.12,14624580.0,monomeric(*),,7.0,4.0,"'10MG/ML PROTEIN IN 15% PEG 4K, 0.2 M CAAC,0.1M IMIDAZOLE PH7, pH 7.00'",,IFM,"['PEG 4000', '15%', 'caac', '200.0', 'imidazole', '100.0']"
1X24,0.1080605221367521,3.2,16142898.0,dimeric,'VAPOR DIFFUSION',4.8,277.0,"'100mM AcNa, 2.0M Ammonium sulfate, pH 4.8, VAPOR DIFFUSION, temperature 277K'",,,"['acna', '100', 'ammonium sulfate', '2000.0']"
2J7F,0.1080605221367521,2.28,17279749.0,monomeric(*),,7.0,4.0,"'10 MG/ML PROTEIN 15% PEG 4K 0.1 M IMIDAZOLE, PH 7 0.2 M CALCIUM ACETATE 25% ETHYLENE GLYCOL'",,"GI3, ACT, CA","['PEG 4000', '15%', 'imidazole', '100.0', 'calcium acetate', '200.0', 'ethylene glycol', '25%']"
2J79,0.1080605221367521,1.94,17279749.0,monomeric(*),,7.0,4.0,"'10 MG/ML PROTEIN. 15% PEG 4K, 0.1 M IMIDAZOLE, PH 7, 0.2 M CALCIUM ACETATE. 25% ETHYLENE GLYCOL AS CRYO.'",,"GTL, ACT, CA","['PEG 4000', '15%', 'imidazole', '100.0', 'calcium acetate', '200.0', 'ethylene glycol', '25%']"
1Z6A,0.1080605221367521,3.0,15882619.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",3.9,298.0,"'Ammonium dihydrogen phosphate, Tris/HCl, Na-malonate, glycerol, pH 3.9, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",,"HG, PO4","['ammonium dihydrogen phosphate', None, 'tris-HCl', None, 'sodium malonate', None, 'glycerol', None]"
1ZCL,0.1080605221367521,2.9,16142898.0,trimeric(*),"'VAPOR DIFFUSION, HANGING DROP'",4.8,291.0,"'Ammonium Sulfate, Sodium Acetate, pH 4.8, VAPOR DIFFUSION, HANGING DROP, temperature 291K'",,SO4,"['ammonium sulfate', None, 'sodium acetate', None]"
2QMC,0.1080605221367521,1.55,17960917.0,tetrameric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,292.0,"'200 MM HEPES, 25% PEG MME2000, 5 MG/ML PROTEIN, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 292K'",,GTB,"['HEPES', '200.0', 'PEG MME 2000', '25%']"
2WC3,0.1080605221367521,2.0,19532990.0,monomeric(*),,7.0,,"'10 MG/ML PROTEIN, 0.1 M IMIDAZOLE, PH7, 0.2 CALCIUM ACETATE, 15-17% PEG 4000'",,AM3,"['imidazole', '100.0', 'calcium acetate', '0.2', 'PEG 4000', '16.0%']"
2WC4,0.1080605221367521,1.7,19532990.0,monomeric(*),,7.0,,"'10 MG/ML PROTEIN, 0.1 M IMIDAZOLE, PH 7, 0.2 M CALCIUM ACETATE, 15-17% PEG 4000'",15-17,"AMF, EDO, ACT, CA","['imidazole', '100.0', 'calcium acetate', '200.0', 'PEG 4000', '16.0%']"
3D7J,0.1080605221367521,1.45,18931427.0,hexameric,"'VAPOR DIFFUSION, HANGING DROP'",8.0,295.0,"'2 M NaCl, 10% PEG6000, pH 8.0, VAPOR DIFFUSION, HANGING DROP, temperature 295K'",,"NA, CL","['sodium chloride', '2000.0', 'PEG 6000', '10%']"
3H1Z,0.1080605221367521,1.83,19903820.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.5,291.0,"'18% PEG8000, 100mM HEPES, pH7.5, 4mM DTT, VAPOR DIFFUSION, HANGING DROP, temperature 291.0K'",,,"['PEG 8000', '18%', 'HEPES', '100', 'DTT', '4']"
3RX2,0.1080605221367521,1.9,22155003.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",5.0,277.0,"'50mM ammonium citrate, pH5.0, 7.5% PEG 6000 , VAPOR DIFFUSION, HANGING DROP, temperature 277K'",,"NAP, SLO","['ammonium citrate', '50', 'PEG 6000', '7.5%']"
3RX3,0.1080605221367521,1.9,22155003.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",5.0,277.0,"'50 mM ammonium citrate, pH5.0, 7.5% PEG 6000, VAPOR DIFFUSION, HANGING DROP, temperature 277K'",,"NAP, SUZ","['ammonium citrate', '50.0', 'PEG 6000', '7.5%']"
3RX4,0.1080605221367521,2.0,22155003.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",5.0,277.0,"'50mM ammonium citrate, pH5.0, 7.5% PEG 6000, VAPOR DIFFUSION, HANGING DROP, temperature 277K'",,"NAP, SFI","['ammonium citrate', '50', 'PEG 6000', '7.5%']"
3S3G,0.1080605221367521,1.8,22155003.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",5.0,277.0,"'7.5% PEG 6000, 0.05M ammonium citrate, pH5.0 , VAPOR DIFFUSION, HANGING DROP, temperature 277K'",,"NAP, TLT","['PEG 6000', '7.5%', 'ammonium citrate', '50.0']"
3S3H,0.1080605221367521,2.8,22007620.0,monomeric(*),,6.5,293.0,";15% PEG4000, 120mM Citrate, 10% iso-propanol, 10% n-Butanol, 10% 1,4-Butanediol, pH 6.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K
;",,"1BO, BU1","['PEG 4000', '15%', 'sodium citrate', '120', 'isopropyl alcohol', '10%', 'n-butanol', '10%', '1,4-butanediol', '10%']"
3S3E,0.1080605221367521,2.4,22007620.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",6.5,293.0,";15% PEG 4000, 120mM Citrate, 10% iso-propanol, 10% n-Butanol, 10% 1,4-Butanediol , pH 6.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K
;",,"IPA, 1BO, BU1","['PEG 4000', '15%', 'sodium citrate', '120', 'isopropyl alcohol', '10%', 'n-butanol', '10%', '1,4-butanediol', '10%']"
3TJ1,0.1080605221367521,2.85,21940764.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,293.0,"'14% PEG 3350, 250 mM sodium-potassium-tartrate, pH 7, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",,,"['PEG 3350', '14%', 'potassium sodium tartrate', '250.0']"
3URG,0.1080605221367521,2.003,23143261.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,277.0,"'3M sodium malonate, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 277K'",,"MNB, NA","['sodium malonate', '3000.0']"
4BW9,0.1080605221367521,2.35,24027216.0,dimeric,,,,"'0.1 M SODIUM ACETATE, 15% PEG3350'",,"MG, ANP, 1PE, EDO","['sodium acetate', '100.0', 'PEG 3350', '15%']"
4CH4,0.1080605221367521,2.16,24760130.0,monomeric,,7.4,,"'0.1 M LIAC, 10% PEG3350, pH 7.4'",,"YLC, MG, EDO","['liac', '100.0', 'PEG 3350', '10%']"
4CH6,0.1080605221367521,2.05,24760130.0,monomeric,,7.4,,"'0.1 M LIAC, 12% PEG3350, pH 7.4'",,"YLA, MG, EDO","['liac', '100.0', 'PEG 3350', '12%']"
4BWA,0.1080605221367521,2.45,24027216.0,dimeric,,,,"'0.1 M SODIUM ACETATE, 15% PEG3350'",,"MG, N0B, PEG, EDO","['sodium acetate', '100.0', 'PEG 3350', '15%']"
4FUS,0.1080605221367521,1.75,23055526.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",5.0,294.0,"'0.05 M potassium phosphate monobasic and 20 % (w/v) polyethylene glycol 8000, VAPOR DIFFUSION, SITTING DROP, temperature 294K'",,"PEG, GOL, PO4, ACT, EDO, CA, NA","['potassium dihydrogen phosphate', '50.0', 'PEG 8000', '20% w/v']"
4CP0,0.1080605221367521,2.15,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.0,,"'0.1 M HEPES PH7, 32% PEG 6000, 0.05 M LACTOSE, VAPOR DIFFUSION IN SITTING DROP'",,"CA, CL","['HEPES', '100.0', 'PEG 6000', '32%', 'lactose', '50.0']"
4LRB,0.1080605221367521,2.0,24657930.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",5.5,293.0,";17% PEG3350, 50 mM manganese chloride, 50 mM ammonium acetate, 100 mM Bis-Tris, pH 5.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K
;",,"MN, 1X4, GOL, ACT","['PEG 3350', '17%', 'manganese(II) chloride', '50.0', 'ammonium acetate', '50.0', 'bis-tris', '100.0']"
4M2E,0.1080605221367521,2.06,24505011.0,dimeric(*),'VAPOR DIFFUSION',7.5,293.0,"'100mM Bis Tris Propane, 200mM NaF, 20% PEG 3350, pH 7.5, VAPOR DIFFUSION, temperature 293K'",,"HRG, FE","['bis-tris propane', '100', 'sodium fluoride', '200', 'PEG 3350', '20%']"
4M2C,0.1080605221367521,2.35,24505011.0,dimeric(*),'VAPOR DIFFUSION',7.5,293.0,"'100mM Bis Tris Propane, 200mM NaF, 20% PEG 3350, pH 7.5, VAPOR DIFFUSION, temperature 293K'",,"FE, DAR","['bis-tris propane', '100', 'sodium fluoride', '200', 'PEG 3350', '20%']"
4M25,0.1080605221367521,1.84,24505011.0,dimeric(*),'VAPOR DIFFUSION',7.5,293.0,"'100 mM Bis Tris Propane, 200 mM NaF, and 20% PEG 3350, pH 7.5, VAPOR DIFFUSION, temperature 293K'",,"FE, AKG","['bis-tris propane', '100.0', 'sodium fluoride', '200.0', 'PEG 3350', '20%']"
4M2F,0.1080605221367521,1.92,24505011.0,dimeric(*),'VAPOR DIFFUSION',7.5,293.0,"'100mM Bis Tris Propane, 200mM NaF, 20% PEG 3350, pH 7.5, VAPOR DIFFUSION, temperature 293K'",,"FE, GGB","['bis-tris propane', '100', 'sodium fluoride', '200', 'PEG 3350', '20%']"
4M2M,0.1080605221367521,1.58,24505011.0,dimeric,'VAPOR DIFFUSION',7.0,293.0,"'100mM Bis-Tris propane, 1M ammonium citrate tribasic, pH 7.0, VAPOR DIFFUSION, temperature 293K'",,"PLP, ARG","['bis-tris propane', '100', 'ammonium citrate', '1000.0']"
4NSS,0.1080605221367521,2.4,25195741.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",7.7,293.0,";1.42M Lithium Sulfate, 0.1M Tris HCl pH 7.7, 0.1M sodium citrate tribasic dihydrate, VAPOR DIFFUSION, HANGING DROP, temperature 293K
;",,GOL,"['lithium sulfate', '1420.0', 'tris-HCl', '100.0', 'sodium citrate', '100.0']"
4TQF,0.1080605221367521,2.7143,25385624.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",,298.0,"'Hepes, MgCl2, PEG3350'",7.0-8.0,"MG, ATP, 33W, EDO","['HEPES', None, 'magnesium chloride', None, 'PEG 3350', None]"
5F5D,0.1080605221367521,2.5,26805573.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",5.0,298.0,"'2.5M NaCl, 5% Glycerol, 0.1M Sodium acetate pH5, 7% DMPC/CHAPSO bicelle'",,,"['sodium chloride', '2500.0', 'glycerol', '5%', 'sodium acetate', '100.0', 'dmpc/chapso bicelle', '7%']"
4U3S,0.1080605221367521,1.64,,Dimeric,"'VAPOR DIFFUSION, HANGING DROP'",9.5,292.0,"'0.1 M CHES pH 9.5, 20% v/v PEG 8000'",,"NHE, CA","['CHES', '100.0', 'PEG 8000', '20% v/v']"
5H9Y,0.1080605221367521,1.969,28787048.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.0,293.0,";Se-derivatized PbBgl64A was prepared and concentrated to 15 mg ml-1 in buffer D contain 5 mM DL-Dithiothreitol (DTT), and optimized crystals were grown in drops containing 2 microliter of protein solution and 0.5 microliter of reservoir solution (14mM sodium cholate, 1.1M di-Ammonium Tartrate pH 7.0) at 293 K
;",,TLA,"['sodium cholate', '14', 'ammonium tartrate', '1100.0']"
5OYC,0.1080605221367521,1.6,29467823.0,monomeric(*),'VAPOR DIFFUSION',5.5,291.0,"'ammonium sulfate, MES buffer'",,"GOL, SO4, PG4, CL, 2PE","['ammonium sulfate', None, 'MES', None]"
5OYD,0.1080605221367521,2.1,29467823.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",5.5,291.0,"'ammonium sulphate, MES buffer'",,"GOL, CL, SO4","['ammonium sulphate', None, 'MES', None]"
5T9G,0.1080605221367521,2.4,29535379.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",,291.0,"'0.2M ammonium citrate, 20-24% PEG 3350'",,"GIF, EDO","['ammonium citrate', '200.0', 'PEG 3350', '22.0%']"
5WPP,0.1080605221367521,1.7,29531360.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",7.6,293.0,"'23% PEG 3350, 200 mM CaCl2, 5% trehalose'",,"CA, PG4, PGE","['PEG 3350', '23%', 'calcium chloride', '200.0', 'trehalose', '5%']"
5TA7,0.1080605221367521,2.35,29535379.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",8.5,291.0,"'0.1-0.18M LiSo4, 0.1M Tris-HCl, 25-30% PEG 4000'",,"MG, EDO, TRS","['lithium sulfate', '140.0', 'tris-HCl', '100.0', 'PEG 4000', '27.5%']"
5WPR,0.1080605221367521,1.49,29531360.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",8.5,293.0,"'22% PEG 4000, 150 mM CaCl2, 100 mM Tris pH 8.5, 5% ethylene glycol'",,"CA, TRS, DMS","['PEG 4000', '22%', 'calcium chloride', '150.0', 'tris', '100.0', 'ethylene glycol', '5%']"
5WPU,0.1080605221367521,1.39,29531360.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",8.5,293.0,"'20% MEPEG 5000, 150 mM CaCl2, 100 mM Tris pH 8.5, 5% ethylene glycol'",,"CA, TRS","['MPEG 5000', '20%', 'calcium chloride', '150.0', 'tris', '100.0', 'ethylene glycol', '5%']"
5X7G,0.1080605221367521,2.2,28385816.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",5.0,293.0,"'25% PEG3350, 12% Tacsimate'",,"CA, NA, MLI, GOL","['PEG 3350', '25%', 'malonic acid', '219.60000000000002', 'ammonium citrate', '30.0', 'succinic acid', '14.399999999999999', 'malic acid', '36.0', 'sodium acetate', '48.00000000000001', 'sodium formate', '60.0', 'ammonium hydrogen tartrate', '19.2']"
5XM7,0.1080605221367521,1.96,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",8.5,298.0,"'0.1M Tris, or trisaminomethane pH8.5, 0.2M magnesium chloride, 24%PEG2000'",7.5-8.5,"ZN, MG, GOL, 89X","['tris', '100.0', 'trisaminomethane', None, 'magnesium chloride', '200.0', 'PEG 2000', '24%']"
5Y19,0.1080605221367521,1.83,,monomeric,'VAPOR DIFFUSION',8.5,298.0,"'0.1M Tris pH 8.5, 0.2M Magnesium chloride, 24% PEG 2000'",,"ZN, MG, GOL, 8KO","['tris', '100.0', 'magnesium chloride', '200.0', 'PEG 2000', '24%']"
5Y1H,0.1080605221367521,1.73,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",8.5,298.0,"'0.1M Tris pH8.5, 0.2M magnesium chloride, 24%PEG2000'",7.5-8.5,"MG, ZN, GOL, E8C","['tris', '100.0', 'magnesium chloride', '200.0', 'PEG 2000', '24%']"
5Y1R,0.1080605221367521,1.69,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",8.5,298.0,"'0.1M Tris, pH 8.5, 0.2M Magnesium chloride, 24% PEG 2000'",,"ZN, MG, GOL, 8KR","['tris', '100.0', 'magnesium chloride', '200.0', 'PEG 2000', '24%']"
5Y1S,0.1080605221367521,1.66,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",8.5,298.0,"'0.1M Tris, pH 8.5, 0.2M Magnesium chloride, 24% PEG 2000'",,"GOL, E8R, E8F, MG, ZN","['tris', '100.0', 'magnesium chloride', '200.0', 'PEG 2000', '24%']"
5Y1T,0.1080605221367521,2.14,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",8.5,298.0,"'0.1M Tris, pH 8.5, 0.2M Magnesium chloride, 24% PEG 2000'",,"ZN, MG, E8G, GOL","['tris', '100.0', 'magnesium chloride', '200.0', 'PEG 2000', '24%']"
5YVK,0.1080605221367521,1.292,30222239.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",8.0,295.0,"'1.0M sodium citrate, 0.1M Imidazole pH 8.0'",,"0HZ, CA","['sodium citrate', '1000.0', 'imidazole', '100.0']"
5YVL,0.1080605221367521,2.059,30222239.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",8.0,295.0,"'0.2M sodium chloride, 20%(w/v) PEG4000'",,"CA, PG0","['sodium chloride', '200.0', 'PEG 4000', '20% w/v']"
6A9F,0.1080605221367521,1.7,30222239.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",8.0,295.0,"'1.0M sodium citrate, 0.1M Imidazole pH 8.0'",,"MG, CA, 9BF, GOL","['sodium citrate', '1000.0', 'imidazole', '100.0']"
6BIA,0.1080605221367521,2.8,29681469.0,trimeric,"'VAPOR DIFFUSION, HANGING DROP'",3.65,291.0,"'PEG 3350, citric acid, arginine'",,"CIT, CA, EDO","['PEG 3350', None, 'citric acid', None, 'l-arginine', None]"
6EOW,0.1080605221367521,1.8,,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",6.3,293.15,"'0.1 M MES/imidazole pH 6.3, 11% (w/v) PEG 550 MME and 5% (w/v) PEG 20K, 20 mM of amino acid mixture'",,"NAP, BKZ","['PEG MME 550', '11% w/v', 'PEG 20000', '5% w/v', 'amino acid', '20.0', 'MES', '100.0', 'imidazole', '100.0']"
6EUH,0.1080605221367521,2.0,30349080.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",,293.0,";20% PEG 3350
0.2 M Ammonium Formate
;",,"DGJ, CA","['PEG 3350', '20%', 'ammonium formate', '200.0']"
6GUM,0.1080605221367521,1.792,31292170.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",,291.0,"'15% PEG6000, 5% Glycerol'",,GOL,"['PEG 6000', '15%', 'glycerol', '5%']"
6JZS,0.1080605221367521,1.68,32157795.0,monomeric(*),'BATCH MODE',,293.0,"'PEG8000, Magnesium Chloride, Tris-HCl, 0.5 % DMSO, 125 uM N-Abietoyl-L-Tryptophan, 100 uM Pyridine'",,"0PY, WAA, MNH, GOL","['PEG 8000', None, 'magnesium chloride', None, 'tris-HCl', None, 'DMSO', '0.5%', 'n-abietoyl-l-tryptophan', '0.125', 'pyridine', '0.1']"
6PJ5,0.1080605221367521,2.4,31570873.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",5.5,298.0,"'0.1 M Na-acetate pH 5.5, 3 M NaCl, 5% Ethylene glycol'",,,"['sodium acetate', '100.0', 'sodium chloride', '3000.0', 'ethylene glycol', '5%']"
6PJ7,0.1080605221367521,2.3,31570873.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",5.5,298.0,"'0.1 M Na-acetate pH 5.5, 3 M NaCl, and 5 % ethylene glycol'",,,"['sodium acetate', '100.0', 'sodium chloride', '3000.0', 'ethylene glycol', '5%']"
6PJ9,0.1080605221367521,2.5,31570873.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",5.5,298.0,"'0.1 M Na-acetate pH 5.5, 3 M NaCl, and 5 % ethylene glycol'",,,"['sodium acetate', '100.0', 'sodium chloride', '3000.0', 'ethylene glycol', '5%']"
6PJA,0.1080605221367521,2.6,31570873.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",5.5,298.0,"'0.1 M Na-acetate pH 5.5, 3 M NaCl, and 5 % ethylene glycol'",,,"['sodium acetate', '100.0', 'sodium chloride', '3000.0', 'ethylene glycol', '5%']"
6PJP,0.1080605221367521,2.45,31570873.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",5.5,298.0,"'0.1 M Na-acetate pH 5.5, 3 M NaCl, and 5 % ethylene glycol'",,,"['sodium acetate', '100.0', 'sodium chloride', '3000.0', 'ethylene glycol', '5%']"
6PJR,0.1080605221367521,2.4,31570873.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",5.5,298.0,"'0.1 M Na-acetate pH 5.5, 3 M NaCl, and 5 % ethylene glycol'",,CL,"['sodium acetate', '100.0', 'sodium chloride', '3000.0', 'ethylene glycol', '5%']"
6PT9,0.1080605221367521,1.66,31886414.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.5,291.0,"'PEG 4000, Hepes, Na acetate trihydrate, arginine, glycerol'",,"G4S, 9RN, CA, EDO, EPE","['PEG 4000', None, 'HEPES', None, 'sodium acetate', None, 'l-arginine', None, 'glycerol', None]"
6PRM,0.1080605221367521,2.5,31886414.0,dimeric(*),"'VAPOR DIFFUSION, SITTING DROP'",,291.0,"'PEG 3350, sodium acetate trihydrate'",,CA,"['PEG 3350', None, 'sodium acetate', None]"
6PTK,0.1080605221367521,1.75,31886414.0,tetrameric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.5,291.0,"'PEG 8000, Na cacodylate, Ca acetate, LiCl2, glycerol'",,"SO4, G4S, EDO, GOL, CA, 9RN","['PEG 8000', None, 'sodium cacodylate', None, 'calcium acetate', None, 'lithium chloride', None, 'glycerol', None]"
6PTM,0.1080605221367521,2.0,31886414.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",8.5,291.0,"'PEG 400, Tris, MgCl2'",,EDO,"['PEG 400', None, 'tris', None, 'magnesium chloride', None]"
6SHM,0.1080605221367521,1.9,35414716.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",8.0,289.0,";1.6 M Tri-sodium citrate
10 % Glycerol
0.1 M MES monohydrate pH 6.5
;",6-8,"MES, GOL","['sodium citrate', '1600.0', 'glycerol', '10%', 'MES', '100.0']"
